Date,Round,Result,BlackElo,BlackTitle,ECO,Opening,Variation,WhiteElo,WhiteTitle,ExcitementScore
2023.10.22,2.3,0-1,2628,GM,A46,Queen's pawn game,None,1997,None,161.93
2023.10.22,2.4,1/2-1/2,2716,GM,D11,QGD Slav,3.Nf3,2668,GM,3.67
2023.10.22,2.4,1/2-1/2,2633,GM,C80,Ruy Lopez,"open, 8...Be6",2619,GM,3.79
2023.10.22,2.4,1/2-1/2,2636,GM,D37,QGD,4.Nf3,2620,GM,0.54
2023.10.22,2.4,1/2-1/2,2609,GM,B52,Sicilian,"Canal-Sokolsky attack, 3...Bd7",2615,GM,1.35
2023.10.22,2.4,1-0,2627,GM,C67,Ruy Lopez,"Berlin defence, open variation",2599,GM,6.26
2023.10.22,2.4,1/2-1/2,2584,GM,B11,Caro-Kann,"two knights, 3...Bg4",2606,GM,2.56
2023.10.22,2.4,1/2-1/2,2626,GM,B90,Sicilian,"Najdorf, Byrne (English) attack",2552,GM,0.31
2023.10.22,2.4,1/2-1/2,2483,IM,D37,QGD,4.Nf3,2405,IM,1.72
2023.10.22,2.5,1/2-1/2,2752,GM,A46,Queen's pawn game,None,2646,GM,1.13
2023.10.22,2.5,1/2-1/2,2626,GM,E00,Queen's pawn game,None,2717,GM,2.27
2023.10.22,2.5,1/2-1/2,2711,GM,E11,"Bogo-Indian defence, Gruenfeld variation",None,2554,GM,0.42
2023.10.22,2.5,0-1,2547,GM,A07,Reti,King's Indian attack (Barcza system),2680,GM,7.53
2023.10.22,2.5,1-0,2676,GM,B90,Sicilian,"Najdorf, Adams attack",2530,GM,9.93
2023.10.22,2.5,1-0,2480,IM,B57,Sicilian,"Sozin, not Scheveningen",2673,GM,5.49
2023.10.22,2.5,1/2-1/2,2416,IM,D37,QGD,4.Nf3,2451,GM,1.23
2023.10.22,2.5,1-0,2438,GM,E15,Queen's Indian,Nimzovich variation (exaggerated fianchetto),2669,GM,4.43
2023.10.22,2.6,0-1,2602,GM,C65,Ruy Lopez,Berlin defence,2637,GM,162.35
2023.10.22,2.6,1/2-1/2,2585,GM,C42,Petrov's defence,None,2593,GM,1.15
2023.10.22,2.6,1/2-1/2,2552,GM,B00,KP,Nimzovich defence,2581,GM,2.81
2023.10.22,2.6,1/2-1/2,2526,GM,C80,Ruy Lopez,"open, 7.Bb3",2581,GM,1.08
2023.10.22,2.6,1/2-1/2,2533,GM,D30,Queen's gambit declined,None,2539,GM,2.04
2023.10.22,2.6,1/2-1/2,2537,GM,A35,English,"symmetrical, four knights system",2562,GM,0.42
2023.10.22,2.6,0-1,2536,GM,B97,Sicilian,"Najdorf, 7...Qb6",2472,IM,5.6
2023.10.22,2.6,1/2-1/2,2670,GM,E16,Queen's Indian,Capablanca variation,2373,FM,1.16
2023.10.22,2.7,1/2-1/2,2695,GM,D02,Queen's pawn game,None,2549,GM,2.25
2023.10.22,2.7,1/2-1/2,2579,GM,C78,Ruy Lopez,5.O-O,2540,IM,6.79
2023.10.22,2.7,1/2-1/2,2494,GM,B40,Sicilian defence,None,2529,IM,1.78
2023.10.22,2.7,0-1,2517,GM,C55,Two knights defence (Modern bishop's opening),None,2471,IM,7.24
2023.10.22,2.7,1/2-1/2,2476,GM,E10,Queen's pawn game,None,2518,GM,5.05
2023.10.22,2.7,1/2-1/2,2491,IM,D30,Queen's gambit declined,None,2453,GM,1.67
2023.10.22,2.7,1/2-1/2,2441,GM,C00,French,King's Indian attack,2525,GM,2.92
2023.10.22,2.7,1/2-1/2,2444,IM,A07,Reti,King's Indian attack (Barcza system),2388,IM,1.25
2023.10.22,2.8,1/2-1/2,2685,GM,D37,QGD,4.Nf3,2561,GM,0.56
2023.10.22,2.8,1/2-1/2,2566,GM,C84,Ruy Lopez,closed defence,2605,GM,2.6
2023.10.22,2.8,0-1,2633,GM,B50,Sicilian,None,2503,GM,319.72
2023.10.22,2.8,1-0,2530,GM,C43,Petrov,"modern attack, Symmetrical variation",2586,GM,162.88
2023.10.22,2.8,1/2-1/2,2574,GM,A56,Benoni defence,None,2515,GM,0.38
2023.10.22,2.8,1/2-1/2,2479,GM,C65,Ruy Lopez,Berlin defence,2563,GM,5.88
2023.10.22,2.8,1/2-1/2,2429,IM,A15,English opening,None,2472,GM,2.79
2023.10.22,2.8,1/2-1/2,2434,IM,D32,QGD,Tarrasch defence,2462,IM,2.73
2023.12.02,3.1,1/2-1/2,2605,GM,E48,Nimzo-Indian,"4.e3 O-O, 5.Bd3 d5",2600,GM,0.71
2023.12.02,3.1,1-0,2561,GM,C50,Giuoco Pianissimo,Italian four knights variation,2586,GM,7.77
2023.12.02,3.1,1-0,2574,GM,A36,English,ultra-symmetrical variation,2471,IM,7.2
2023.12.02,3.1,1/2-1/2,2438,GM,E49,Nimzo-Indian,"4.e3, Botvinnik system",2536,GM,0.76
2023.12.02,3.1,1/2-1/2,2473,GM,D55,QGD,Petrosian variation,2457,GM,0.75
2023.12.02,3.1,1/2-1/2,2593,GM,B92,Sicilian,"Najdorf, Opovcensky variation",2576,GM,0.93
2023.12.02,3.1,1/2-1/2,2392,FM,A48,King's Indian,London system,2332,IM,0.84
2023.12.02,3.2,0-1,2695,GM,B23,Sicilian,"closed, 2...Nc6",2468,IM,2.88
2023.12.02,3.2,0-1,2455,IM,A45,Queen's pawn game,None,2540,IM,6.14
2023.12.02,3.2,1/2-1/2,2476,GM,C55,Two knights defence (Modern bishop's opening),None,2429,IM,1.19
2023.12.02,3.2,0-1,2404,IM,A49,King's Indian,fianchetto without c4,2444,GM,10.59
2023.12.02,3.2,1-0,2441,GM,A09,Reti,advance variation,2336,IM,6.8
2023.12.02,3.2,1-0,2299,None,D00,"Queen's pawn, Mason variation, Steinitz counter-gambit",None,2324,FM,161.17
2023.12.02,3.2,1/2-1/2,2368,IM,E63,King's Indian,"fianchetto, Panno variation",2308,FM,3.09
2023.12.02,3.2,1-0,2236,FM,D45,QGD semi-Slav,Stoltz variation,2380,IM,37.99
2023.12.02,3.3,1-0,2566,GM,E68,King's Indian,"fianchetto, classical variation, 8.e4",2717,GM,161.7
2023.12.02,3.3,0-1,2676,GM,B13,Caro-Kann,Panov-Botvinnik attack,2503,GM,4.92
2023.12.02,3.3,1/2-1/2,2515,GM,D35,QGD,"exchange, positional line, 5...c6",2668,GM,2.11
2023.12.02,3.3,1/2-1/2,2673,GM,D11,QGD Slav,Breyer variation,2479,GM,1.17
2023.12.02,3.3,1-0,2472,GM,B90,Sicilian,"Najdorf, Byrne (English) attack",2669,GM,5.4
2023.12.02,3.3,0-1,2653,GM,B40,Sicilian defence,None,2434,IM,6.76
